,Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Height,Foot,Birth country,Passport country,Comp,Season,Main Pos,Tier,Status,Defensive Ability,Pass Ability,KeyPass Ability,Dribbling Ability,positioning Defence,progressiveRuns,runs,defending1v1,touchQuality,crossing,positioning Midfield,ballPlaying Deep,SetPieces Ability,Create Chances Ability,Sight play,decisionMake,Concentration Ability,Finishing Ability,Heading Ability,Interception Ability,Tackle Ability,Aerial Ability,Role,Role2,Stopper,Aerial CB,Ball Playing CB,Ball Carrying CB,Attacking FB,Wing Back,Inverted Wing Back,Defensive FB,Full Back CB,Ball Winner,Deep Lying Playmaker,Attacking Playmaker,Media Punta llegador,Box-to-box,Banda,Por dentro,Defensivo,Falso,False 9,Target Man,Box Forward,Advanced Forward,Score,Percentile,Potential
1044,A. Nygren,Lidköping,"LCMF, RDMF",23.0,0,0,20,1692,0,0,Sweden,Sweden,Sweden 2nd Division,Season,Midfield,0,Titular,7.1982962612399435,81.81818181818184,52.52525252525253,51.0,96.0,50.0,7.482252721249408,6.732252721249408,7.253549455750118,6.818977756743965,8.442262186464742,84.0,42.99350371635504,87.0,59.5959595959596,62.0,80.0,16.0,41.836734693877546,91.0,49.0,20.2020202020202,Box-to-box,Deep Lying Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32,72.78,69.11,64.09,80.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.33690497101705,91.0,Max
1191,A. Halldórsdóttir,Valur,"RAMF, AMF, RWF",23.0,0,0,18,1608,0,0,Iceland,Iceland,Iceland,Season,Midfield,0,Titular,7.08731661145291,77.77777777777779,90.90909090909092,93.0,21.0,96.0,8.705986748698532,4.168007572172266,7.576786559394226,8.183151916706105,3.3085660198769515,54.0,96.61614622787869,100.0,89.89898989898991,99.0,17.0,85.0,85.71428571428571,15.0,28.0,35.35353535353536,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36,66.33,74.62,80.38,57.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.26664324609168,91.0,Max
1029,E. Joramo,Rosenborg,"LDMF, LCMF, DMF",20.0,0,0,24,2172,0,0,Norway,Norway,Norway,Season,Midfield,0,Titular,8.641741599621392,97.979797979798,51.51515151515152,44.0,97.0,55.0,5.6938002839564605,8.215688594415521,6.260175106483672,4.954330336015144,8.84690014197823,97.0,47.71756540309664,84.0,65.65656565656568,62.0,95.0,45.0,41.836734693877546,93.0,77.0,19.191919191919194,Box-to-box,Deep Lying Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14,75.39,71.54,67.82,80.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.10855436500968,91.0,Max
807,Y. Franco,Monterrey,"LDMF, RDMF",30.0,0,0,25,2234,163,0,Mexico,Mexico,Mexico,Season,Midfield,0,Titular,5.512304779933744,91.91919191919193,73.73737373737374,63.0,94.0,41.0,4.8780170373876,7.133459536204448,7.446639848556555,8.124467581637482,8.31992427827733,93.0,64.50161149204877,98.0,79.7979797979798,94.0,92.0,55.00000000000001,41.836734693877546,73.0,72.0,75.75757575757576,Deep Lying Playmaker,Ball Winner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.35,80.29,76.46,72.68,74.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.10855436500968,91.0,Max
1201,C. Weir,Real Madrid,"CF, AMF, LCMF",27.0,0,0,21,1810,0,0,Scotland,Scotland,Spain,Season,Midfield,0,Titular,5.434808329389494,87.87878787878789,97.979797979798,94.0,2.0,79.0,7.8270231897775675,2.174041646947468,7.997988641741598,7.740416469474681,1.460246095598675,80.0,60.34534568111744,90.0,98.98989898989899,100.0,1.0,94.0,41.836734693877546,2.0,12.0,9.090909090909092,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,71.33,73.25,80.26,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.05585807131565,91.0,Max
1562,K. Hamilton,KC Current,CF,30.0,0,0,25,2298,163,0,United States,United States,USA,Season,Forward,0,Titular,5.7590308370044045,13.131313131313133,49.494949494949495,36.0,35.0,71.0,7.84647577092511,4.290088105726872,6.272246696035242,5.291629955947137,4.048898678414097,31.0,6.06146526824195,64.0,49.494949494949495,45.0,32.0,81.0,75.51020408163265,6.0,51.0,32.323232323232325,Box Forward,False 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.33,58.77,80.21,59.92,73.96803091515896,91.0,Max
714,B. Gärds,Uppsala,RB,25.0,0,0,24,2216,0,0,Sweden,Sweden,Sweden 2nd Division,Season,Full Back,0,Titular,9.226754015215553,96.96969696969698,75.75757575757576,69.0,93.0,75.0,8.108410819949281,8.803677092138631,7.747464074387151,7.122569737954353,8.409129332206255,99.0,5.3384651406136125,82.0,84.84848484848486,80.0,98.0,27.0,66.3265306122449,93.0,91.0,32.323232323232325,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,73.42,74.51,77.4,78.78,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95046548392764,91.0,Max
1180,L. Hemp,Manchester City,"LWF, LW, LAMF",22.0,0,0,13,1203,164,0,England,England,England,Season,Midfield,0,Suplente,6.365712257453857,62.626262626262644,72.72727272727273,100.0,41.0,100.0,9.947231424514907,4.8276147657359205,7.201845716990062,9.457169900615238,5.197113109323237,43.0,32.04639923073268,62.0,62.626262626262644,93.0,71.0,74.0,87.75510204081631,39.0,58.0,77.77777777777779,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.68,64.18,75.92,80.12,63.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.80994203407695,91.0,Max
538,N. Hernandez,América,"LB, LWB",24.0,0,0,27,2252,0,0,Mexico,"Mexico, United States",Mexico,Season,Full Back,0,Titular,7.022823330515638,62.626262626262644,84.84848484848486,79.0,53.0,82.0,7.028740490278952,7.316779374471682,8.10672020287405,8.43956043956044,5.715553677092139,66.0,58.15597981971607,81.0,92.92929292929294,85.0,90.0,90.0,66.3265306122449,51.0,92.0,85.85858585858587,Attacking FB,Wing Back,0.0,0.0,0.0,0.0,80.02,78.97,72.73,72.2,68.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63428772176356,91.0,Max
1017,K. Møller,Arsenal,RCMF,19.0,0,0,12,1030,0,0,Denmark,Denmark,Denmark,Season,Midfield,0,Suplente,8.276265972550876,94.94949494949496,96.96969696969698,99.0,24.0,87.0,7.065191670610505,3.8619261713203974,8.390321817321345,4.955276857548509,4.024372929484146,95.0,33.79521052822837,85.0,97.979797979798,90.0,17.0,43.0,41.836734693877546,42.0,12.0,0.0,Media Punta llegador,Deep Lying Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.49,77.93,77.83,79.96,66.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52889513437553,91.0,Max
1165,T. Ries,Uppsala,"LAMF, RAMF, LW",23.0,0,0,12,1015,173,0,United States,United States,Sweden 2nd Division,Season,Midfield,0,Suplente,5.453857075248462,31.313131313131315,85.85858585858587,86.0,94.0,98.0,9.095953620444865,4.494084240416469,7.898012304779934,9.12991008045433,8.326313298627543,24.0,33.2728383224829,94.0,78.7878787878788,97.0,83.0,61.0,97.95918367346937,79.0,49.0,78.7878787878788,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,66.96,79.69,79.95,72.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.51132970314421,91.0,Max
1014,Maite Oroz,Real Madrid,"AMF, LW, RCMF",24.0,0,0,28,1417,0,0,Spain,Spain,Spain,Season,Midfield,0,Titular,5.397539044013252,94.94949494949496,89.89898989898991,65.0,79.0,33.0,3.170965451964032,3.2888073828679603,8.100567912920019,6.368906767628964,7.252484619025083,95.0,37.65622248373832,85.0,96.96969696969698,81.0,43.0,46.0,41.836734693877546,51.0,12.0,39.3939393939394,Deep Lying Playmaker,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25,79.92,72.68,69.46,63.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45863340945021,91.0,Max
1182,C. Jaramillo,Guadalajara,"AMF, LCMF, CF",29.0,0,0,29,2795,166,0,Mexico,Mexico,Mexico,Season,Midfield,0,Titular,5.160080454330336,67.6767676767677,80.80808080808082,76.0,23.0,74.0,7.718528159015618,2.494557501183152,8.490771415049691,6.954093705631803,3.4725508755324186,75.0,91.56654823900583,88.0,88.8888888888889,92.0,7.000000000000001,93.0,82.65306122448979,11.0,12.0,39.3939393939394,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.13,71.9,75.6,79.91,60.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44106797821887,91.0,Max
1183,Veronica Boquete,Fiorentina,AMF,35.0,0,0,18,1406,163,0,Spain,Spain,Italy,Season,Midfield,0,Titular,6.367960246095599,54.545454545454554,97.979797979798,78.0,19.0,82.0,8.401561760530052,1.9951490771415048,8.495740653099856,6.8142451490771405,3.0830572645527683,72.0,41.67621728447517,81.0,94.94949494949496,95.0,5.0,73.0,87.75510204081631,13.0,12.0,19.191919191919194,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35,71.06,75.37,79.89,63.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.40593711575619,90.0,Max
1176,C. Foord,Arsenal,"LAMF, LWF",28.0,0,0,14,1120,165,0,Australia,Australia,England,Season,Midfield,0,Suplente,5.094652153336488,50.50505050505052,81.81818181818184,99.0,55.0,96.0,8.903454803596782,6.663511594888784,7.1661145291055375,8.265735920492192,5.584240416469475,49.0,0.0,95.0,81.81818181818184,95.0,70.0,57.00000000000001,89.79591836734693,36.0,69.0,63.63636363636365,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.45,65.91,76.87,79.89,63.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.40593711575619,90.0,Max
1563,Rafa Travalão,São Paulo,CF,34.0,0,0,16,1150,160,0,Brazil,Brazil,Brazil,Season,Forward,0,Suplente,3.2429515418502204,57.57575757575758,52.52525252525253,57.00000000000001,6.0,29.0,6.2292951541850226,4.938105726872246,5.816299559471366,6.663436123348018,2.1969162995594713,44.0,61.45092846186848,70.0,71.71717171717172,53.0,28.999999999999996,76.0,77.55102040816325,3.0,61.0,19.191919191919194,Box Forward,False 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7,61.41,79.85,61.98,73.33567539083084,90.0,Max
1036,M. Cato,Norrköping,"LDMF, LCMF",20.0,0,0,24,2118,0,0,Sweden,Sweden,Sweden 2nd Division,Season,Midfield,0,Titular,8.544604827259821,67.6767676767677,75.75757575757576,79.0,98.0,71.0,7.823592049219118,6.9557501183151915,7.343942262186465,5.972550875532418,8.96142924751538,81.0,30.638265458723158,79.0,71.71717171717172,76.0,92.0,88.0,41.836734693877546,90.0,68.0,58.585858585858595,Box-to-box,Deep Lying Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.04,74.2,73.51,72.28,79.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.30054452836818,90.0,Max
1564,Jheniffer,Corinthians,CF,21.0,0,0,16,1121,170,0,Brazil,Brazil,Brazil,Season,Forward,0,Suplente,5.2654185022026425,24.242424242424242,17.17171717171717,4.0,31.0,9.0,3.871806167400881,5.4,5.3466960352422905,5.685022026431719,4.441850220264317,33.0,6.06146526824195,8.0,22.222222222222225,30.0,55.00000000000001,70.0,91.83673469387755,10.0,51.0,71.71717171717172,Box Forward,Target Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37,68.13,79.74,61.64,73.14245564728613,90.0,Max
1188,S. Bredgaard,Rosengård,"RCMF, LCMF",21.0,0,0,25,1903,0,0,Denmark,Denmark,Sweden,Season,Midfield,0,Titular,5.308920965451964,83.83838383838385,93.93939393939395,68.0,20.0,80.0,7.1523899668717466,4.919782300047326,8.269048745858969,8.033601514434455,3.248461902508282,71.0,58.27856869316801,98.0,98.98989898989899,95.0,28.000000000000004,90.0,84.6938775510204,15.0,54.0,9.090909090909092,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.06,70.55,74.86,79.73,56.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.12489021605482,90.0,Max
1185,Debinha,North Carolina Courage,"LAMF, CF, AMF",31.0,0,0,18,1687,158,0,Brazil,Brazil,USA,Season,Midfield,0,Titular,3.944510175106484,60.606060606060616,92.92929292929294,49.0,36.0,96.0,9.637127307146239,4.845835305253194,8.0020113582584,7.81211547562707,4.86251774727875,65.0,65.7431918071539,93.0,93.93939393939395,95.0,66.0,93.0,84.6938775510204,44.0,60.0,4.040404040404041,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.01,70.2,75.09,79.71,66.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08975935359213,90.0,Max
532,A. Malonson,OL Reign,LB,0.0,0,0,13,1016,0,0,United States,United States,Denmark,Season,Full Back,0,Suplente,6.044801352493661,91.91919191919193,92.92929292929294,99.0,80.0,98.0,9.817836010143703,4.657438715131023,8.342561284868978,6.723161453930684,7.648774302620455,92.0,5.3384651406136125,14.000000000000002,96.96969696969698,53.0,87.0,10.0,66.3265306122449,99.0,58.0,85.85858585858587,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,77.0,79.69,69.7,66.95,60.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05462849112946,90.0,High
1565,S. Guðmundsdóttir,Brann,CF,27.0,0,0,22,1443,0,0,Iceland,Iceland,Norway,Season,Forward,0,Titular,4.866079295154185,20.2020202020202,17.17171717171717,49.0,8.0,56.0,6.682378854625552,4.519603524229074,4.991409691629956,5.965198237885462,2.4867841409691627,10.0,6.06146526824195,69.0,29.292929292929294,48.0,27.0,78.0,88.77551020408163,4.0,54.0,34.343434343434346,Box Forward,Target Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.95,64.04,79.67,62.25,73.01949762866678,90.0,Max
1172,O. Ševcova,ÍBV,"LW, RAMF, CF",30.0,0,0,18,1698,0,0,Latvia,Latvia,Iceland,Season,Midfield,0,Titular,4.026739233317558,65.65656565656568,89.89898989898991,89.0,59.0,100.0,9.961902508282062,6.303123521060104,8.296142924751539,9.20965451964032,5.9086606720302886,50.0,52.350779749708565,94.0,84.84848484848486,95.0,73.0,79.0,41.836734693877546,62.0,68.0,2.02020202020202,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.66,69.7,77.73,79.66,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.00193219743544,90.0,Max
1566,S. Blackstenius,Arsenal,CF,27.0,0,0,14,1087,174,0,Sweden,Sweden,England,Season,Forward,0,Suplente,5.3863436123348025,21.21212121212121,54.545454545454554,27.0,12.0,26.0,3.9524229074889865,4.836563876651982,7.113436123348018,5.874889867841409,2.9030837004405288,21.0,6.06146526824195,23.0,43.43434343434344,56.0,38.0,64.0,0.0,5.0,61.0,69.69696969696972,Box Forward,Target Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.57,74.0,79.56,68.13,72.8262778851221,90.0,Max
534,S. Huerta,OL Reign,RB,30.0,0,0,20,1887,170,0,United States,United States,USA,Season,Full Back,0,Titular,4.3801775147929,87.87878787878789,82.82828282828284,68.0,65.0,81.0,8.544590025359255,5.704353338968724,7.916525781910397,9.361369399830938,5.800929839391378,83.0,51.90874690068243,81.0,91.91919191919193,90.0,63.0,62.0,66.3265306122449,56.0,72.0,41.41414141414141,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,75.53,79.55,67.68,66.32,62.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.80871245389075,90.0,Max
723,C. Henson,Charlton Athletic,LB,19.0,0,0,14,1078,0,unknown,United States,"United States, England",ENG_Championship,Season,Full Back,0,Suplente,7.479078613693998,45.45454545454546,10.101010101010102,67.0,95.0,26.0,3.7717666948436177,8.657650042265427,4.565300084530854,4.719780219780221,8.501690617075232,52.0,45.98604556185837,6.0,17.17171717171717,4.0,96.0,57.00000000000001,66.3265306122449,83.0,85.0,53.53535353535355,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,56.53,51.59,66.15,71.47,79.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75601616019672,90.0,Max
470,B. Roe,Charlton Athletic,RB,23.0,0,0,16,1532,0,0,England,England,ENG_Championship,Season,Full Back,0,Titular,5.697590870667794,36.36363636363637,70.70707070707071,71.0,97.0,36.0,4.7284446322907865,7.68385460693153,8.203296703296703,5.552831783601015,8.81149619611158,42.0,62.537156152544846,93.0,50.50505050505052,77.0,99.0,51.0,66.3265306122449,95.0,93.0,88.8888888888889,Inverted Wing Back,Full Back CB,0.0,0.0,0.0,0.0,68.74,65.73,79.48,75.02,78.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6857544352714,90.0,Max
1122,L. Le Garrec,Fleury 91,"RDMF, RCMF, LDMF",29.0,0,0,13,1247,165,0,France,France,France,Season,Midfield,0,Titular,7.243256034074776,68.68686868686869,98.98989898989899,98.0,57.0,92.0,9.101396119261713,3.784074775201135,8.787032654992903,8.495740653099858,6.214150496923805,67.0,90.50666260415996,65.0,94.94949494949496,82.0,44.0,75.0,41.836734693877546,82.0,12.0,9.090909090909092,Media Punta llegador,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.13,72.88,78.04,79.44,78.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.61549271034603,90.0,Max
1016,G. Greggi,AS Roma,"LCMF, LDMF",23.0,0,0,19,1606,0,0,Italy,Italy,Italy,Season,Midfield,0,Titular,7.272006625650734,96.96969696969698,78.7878787878788,67.0,82.0,75.0,8.644107903454804,5.880028395646001,7.884406057737815,5.341221012778041,7.507335541883577,94.0,0.0,67.0,91.91919191919193,82.0,75.0,44.0,41.836734693877546,60.0,41.0,26.262626262626267,Deep Lying Playmaker,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.81,79.41,76.29,74.16,79.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.56279641665203,90.0,Max
221,K. Bernal,Monterrey,"LCB, LB",20.0,0,0,25,1735,166,0,Mexico,Mexico,Mexico,Season,Full Back,0,Titular,7.434615384615384,23.232323232323232,78.7878787878788,68.0,72.0,87.0,8.615384615384615,4.244358974358974,6.3533333333333335,8.328205128205129,7.2328205128205125,29.0,13.765468506721302,82.0,75.75757575757576,92.0,68.0,51.0,79.59183673469387,80.0,22.0,98.98989898989899,Aerial CB,Ball Carrying CB,74.05,79.4,68.52,76.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5452309854207,89.0,Max
535,P. Jerzak,Bromölla ,"RB, LWB",25.0,0,0,25,2146,174,0,Poland,Poland,Sweden 2nd Division,Season,Full Back,0,Titular,6.777683854606932,70.70707070707071,81.81818181818184,93.0,55.0,99.0,9.547759932375318,6.599112426035504,7.676035502958581,7.356720202874049,5.326289095519864,58.0,5.3384651406136125,87.0,72.72727272727273,63.0,57.99999999999999,87.0,66.3265306122449,62.0,69.0,93.93939393939395,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,79.32,79.38,68.7,70.45,65.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.51010012295801,89.0,Max
1181,T. Sigfúsdóttir,Valur,"LAMF, RAMF, LW",29.0,0,0,18,1245,0,0,Iceland,Iceland,Iceland,Season,Midfield,0,Titular,4.23071462375769,58.585858585858595,95.95959595959597,77.0,44.0,97.0,9.503194510175106,7.0654283009938466,7.9787032654992895,8.785139611926173,5.346190250828206,62.0,49.0121399999441,80.0,95.95959595959597,90.0,83.0,89.0,41.836734693877546,54.0,80.0,7.070707070707072,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.91,69.17,75.86,79.35,70.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.45740382926401,89.0,Max
806,C. Wickenheiser,Kristianstad,"DMF, LCMF, RCMF",26.0,0,0,25,2301,0,0,United States,United States,Sweden,Season,Midfield,0,Titular,7.9006152389966875,95.95959595959597,54.545454545454554,60.0,92.0,55.0,7.480951254141031,8.915759583530525,5.880028395646001,5.785139611926172,7.9557501183151915,87.0,32.6823306116402,59.0,53.53535353535355,42.0,95.0,8.0,41.836734693877546,85.0,94.0,93.93939393939395,Box-to-box,Ball Winner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.54,67.16,64.7,60.13,79.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.40470753556998,89.0,Max
536,A. Sandberg,Häcken,LB,19.0,0,0,26,2342,0,unknown,Sweden,Sweden,Sweden,Season,Full Back,0,Titular,6.162721893491124,88.8888888888889,70.70707070707071,99.0,56.0,98.0,9.65934065934066,4.305579036348267,6.179628064243448,8.588334742180896,5.671597633136095,87.0,62.61828904759723,81.0,79.7979797979798,76.0,24.0,54.0,66.3265306122449,70.0,7.0,17.17171717171717,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,74.17,79.29,60.99,57.51,51.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.35201124187601,89.0,Max
537,B. Goad,Melbourne Victory,"LW, LB, LAMF",25.0,0,0,16,1603,0,0,Australia,Australia,Australia,Season,Midfield,0,Titular,2.68491124260355,57.57575757575758,92.92929292929294,92.0,44.0,94.0,9.060228233305157,4.7123837700760784,8.33643279797126,7.77134404057481,5.122147083685545,35.0,60.58996667128762,86.0,89.89898989898991,94.0,57.99999999999999,63.0,66.3265306122449,66.0,51.0,18.181818181818183,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,75.73,79.28,65.35,57.96,50.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.33444581064467,89.0,Max
1567,A. Harrison,Bristol City,CF,25.0,0,0,17,1588,0,0,Scotland,Scotland,ENG_Championship,Season,Forward,0,Titular,3.9242290748898676,63.63636363636365,96.96969696969698,57.99999999999999,79.0,40.0,5.8337004405286335,2.306387665198238,8.00066079295154,8.06740088105727,6.925110132158591,52.0,46.14483252591977,69.0,93.93939393939395,76.0,33.0,67.0,85.71428571428571,21.0,17.0,63.63636363636365,Box Forward,Target Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6,70.06,79.28,68.44,72.33444581064467,89.0,Max
547,B. Hassett,Wellington Phoenix,"RAMF, RW, RB",32.0,0,0,18,1494,157,0,New Zealand,New Zealand,Iceland,Season,Midfield,0,Titular,7.575232459847844,83.83838383838385,95.95959595959597,95.0,14.0,99.0,9.839391377852916,8.479078613693998,8.249788672865595,7.3309382924767545,2.672865595942519,73.0,46.43227648464647,90.0,94.94949494949496,94.0,45.0,83.0,66.3265306122449,24.0,89.0,42.42424242424242,Attacking FB,Wing Back,0.0,0.0,0.0,0.0,79.2,77.87,67.47,68.12,61.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.19392236079398,89.0,Max
1568,Mariana Ramos,Necaxa,CF,24.0,0,0,15,1137,168,0,Mexico,Mexico,Mexico,Season,Forward,0,Suplente,2.818942731277533,16.161616161616163,33.333333333333336,67.0,39.0,13.0,3.029955947136564,4.697356828193833,6.063876651982379,6.329955947136564,4.323348017621145,38.0,90.38593302586726,81.0,34.343434343434346,74.0,40.0,67.0,0.0,8.0,57.0,54.545454545454554,Box Forward,Target Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.49,65.69,79.15,63.77,72.1060952046373,89.0,Max
307,E. Nyström,Hammarby,"LCB, RCB",23.0,0,0,25,2285,0,0,Finland,Finland,Sweden,Season,Center Back,0,Titular,7.920769230769231,84.84848484848486,77.77777777777779,82.0,37.0,96.0,9.750769230769231,7.843589743589743,8.012564102564102,6.273333333333333,4.942051282051283,90.0,13.765468506721302,35.0,80.80808080808082,26.0,84.0,95.0,91.83673469387755,75.0,88.0,68.68686868686869,Ball Carrying CB,Ball Playing CB,68.48,69.86,78.16,79.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.03583347971193,89.0,Max
801,D. Greulich,Lidköping,"DMF, LDMF, LCMF",25.0,0,0,25,1845,179,0,Germany,Germany,Sweden 2nd Division,Season,Midfield,0,Titular,7.179129200189304,85.85858585858587,53.53535353535355,68.0,99.0,28.0,4.35080454330336,6.825366777094179,6.428774254614292,5.779697113109323,9.324420255560813,86.0,0.0,86.0,53.53535353535355,54.0,86.0,83.0,98.97959183673468,99.0,48.0,98.98989898989899,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.04,71.42,68.75,66.58,74.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.91287546109258,89.0,Max
802,O. Jean-François,PSG,"DMF, RDMF, LCMF",21.0,0,0,16,1363,0,0,France,"France, Guyana",France,Season,Midfield,0,Titular,9.130856601987697,100.0,16.161616161616163,34.0,76.0,24.0,4.1798390913393275,7.483554188357786,5.698532891623285,3.347846663511595,7.146237576904875,100.0,0.0,51.0,26.262626262626267,48.0,85.0,32.0,87.75510204081631,51.0,65.0,95.95959595959597,Ball Winner,Deep Lying Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.01,72.9,65.45,63.06,71.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.86017916739857,89.0,Max
